In 219 List,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date
YES,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,(716) 859-8620,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,66,862,2,01/01/2024,12/31/2024
YES,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,(716) 859-8620,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,360,2,01/01/2024,12/31/2024
YES,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,(716) 859-8620,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,94,1335,,01/01/2024,12/31/2024
YES,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,(716) 859-8620,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,(716) 859-8620,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,91,1188,,01/01/2024,12/31/2024
YES,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,(716) 859-8620,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,(716) 859-8620,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,94,5839,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Emergency Department,EDV,Emergency department volume,medium,,,01/01/2023,12/31/2023
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,82,2084,,10/01/2024,03/31/2025
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",142,22694,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,138,21558,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,204,494,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,376,656,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Emergency Department,OP_22,Left before being seen,1,26185,,01/01/2023,12/31/2023
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Emergency Department,OP_23,Head CT results,75,12,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,54,41,,01/01/2023,12/31/2023
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2023,12/31/2023
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,17,858,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,46,87,2,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,55,31,2,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75,12,2,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,76,87,2,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,82,51,2,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,98,51,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,1,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,96,50,,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,EDV,Emergency department volume,Not Available,,19,01/01/2023,12/31/2023
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,Not Available,Not Available,19,10/01/2024,03/31/2025
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_22,Left before being seen,Not Available,Not Available,19,01/01/2023,12/31/2023
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_23,Head CT results,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Not Available,Not Available,19,01/01/2023,12/31/2023
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,19,01/01/2023,12/31/2023
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,330060,"CARTHAGE AREA HOSPITAL, INC",1001 WEST ST,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,EDV,Emergency department volume,Not Available,,19,01/01/2023,12/31/2023
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,Not Available,Not Available,19,10/01/2024,03/31/2025
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_22,Left before being seen,Not Available,Not Available,19,01/01/2023,12/31/2023
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Emergency Department,OP_23,Head CT results,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Not Available,Not Available,19,01/01/2023,12/31/2023
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,19,01/01/2023,12/31/2023
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,9,99,,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,Not Available,Not Available,19,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,Not Available,Not Available,1,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,1,01/01/2024,12/31/2024
YES,331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,Not Available,Not Available,1,01/01/2024,12/31/2024
