pfi,hospital_name,county,region,unit_name,unit_description,rn_count,rn_hours_per_pt,avg_patients,rn_pts_per_nurse
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Other,"Post Anesthesia Care Unit (PACU) - Located on 1st
floor Outpatient/Inpatient",8.4,2.08,12,2
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Other,"Wound Care located on ground floor, provides
outpatient wound care and hyperbaric wound
treatment.",2,1.06,15,7.5
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Telemetry,"2D is a 26 bed unit on 2nd floor hospital. Telemetry,
Cardiac, Medical/Surgical, Heart Failure",4,1.33,24,6
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Ambulatory Surgery,ASU 1st floor Day shift 5a-3p,7.6,2.28,25,4
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Ambulatory Surgery,"E3 3rd floor E-wing, shift begins 6:30am",6,2.65,17,3
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"Cardiac Cath/EP- Core Staffing 7am-5pm, Average
daily Volume fluctuates",2,0,0,1
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Cardiovascular,E1 Cardiac post procedure,6.61,3,15,2.26
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Critical Care,CCU Critical Care,6,3.75,12,2
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Critical Care,ICU Intensive Care,5,3.75,10,2
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Dialysis - Acute,"In-Patient Dialysis, 2nd floor",3,0,12,4
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Emergency Department,ED Oceanside,11,0,33.2,3.01
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Endoscopy,Endoscopy,7.8,4.89,12,1
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Infusion Services,OP Infusion-F4,5,1.42,25,8
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,D1 Med Surg,7,1.45,36,5.14
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,D2E Heart Failure,7,1.45,36,5.14
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,D2W Tele-Stroke,7,1.45,36,5.14
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,E2- Surgical,7,1.45,36,5.14
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,F1 - Progressive Surgical,4,1.3,23,5.75
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,G2 Med/Surg,4,1.11,27,6.75
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Neonatal,NICU - Neonatal Intensive Care,3,3.75,6,2
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,L&D Labor and Delivery,7,0,8,1.14
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,Mother/ Baby - Maternity,6,1.87,24,4
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Oncology,F3- Med/Surg Oncology,7,1.38,38,5.43
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Other,Gamma Knife,2,3.75,4,4
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Other,Interventional Radiology 6am-3pm,6.37,5.97,8,1
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Other,Main OR,16.27,121,25,4.84
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Other,PACU,7.13,2.14,25,3.5
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Other,Pain Management,3,8.6,2,1
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Other,Radiation Oncology,1.5,1.3,15,5
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Pediatric,Pediatrics,2,1.25,12,6
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Psychiatry,D4 Behavioral Health,5,1.04,36,7.2
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Pulmonary,RCU- Respiratory Care Unit,2,1.87,8,4
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Burn,"Burn, DCB 6th Floor",2,3.5,4,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Cardiac Catheterization/EP,"Cardiology, DCB 2nd Floor",2,2.33,3,1.5
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Coronary Care Unit, DCB 2nd Floor",3,4.2,5,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Hyperbaric, DCB 2nd Floor",1,1.75,4,4
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Medical Intensive Care Unit, DCB 2nd Floor",6,3.82,11,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Surgical Intensive Care, DCB 2nd Floor",4,3.5,8,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Surgical Post-Acute, DCB 2nd Floor",1,1.75,4,4
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Emergency Department,"Emergency Department, DCB 1st Floor",18,2.21,57,3
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Endoscopy,"Endoscopy, DCB 2nd Floor",5,2.19,13,3
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Dialysis, DCB 5th Floor",2,4.67,3,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Medical Surgical Service, DCB 18th Floor",4,1,28,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Medical Surgical Service, DCB 9 West",5,0.95,37,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Orthopedics/Spine, DCB 9 East",1,1.4,5,5
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Physical Medicine and Rehabilitation, DCB 5th Floor",2,1.08,13,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Pulmonary Care Unit, DCB 7th Floor",4,1.04,27,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Surgery, DCB 11 East",4,1,28,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Telemetry, DCB 11 West",4,1.27,22,6
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Mental Health Services O/P,"Outpatient Behavioral Health, DCB Ground Floor",2,0.35,40,20
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Neonatal,"Neonatal Intensive Care, DCB 3rd Floor",2,2.8,5,3
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,"Labor and Delivery, DCB 3rd Floor",4,14,2,1
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,"Mother/Baby, DCB 3rd Floor",2,1.75,8,4
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Other,"Interventional Radiology, DCB 2nd Floor",2,1.56,4,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Other,"Operating Room, DCB 2nd Floor",17,6.11,18,1
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Other,"Post Anesthesia Care Unit/Ambulatory Surgery Unit,
DCB 2nd Floor",7,3.5,14,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Other,"Pre-Surgical Testing, DCB 2nd Floor",4,1.08,23,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Outpatient Clinics,"Adult Medical Clinic, DCB 1st Floor",2,0.09,150,75
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Outpatient Clinics,"Breast Imaging, DCB 2nd Floor",1,0.29,25,25
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Outpatient Clinics,"Employee Health, E Building 1st Floor",1,0.32,17,17
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Outpatient Clinics,"Oncology, D Building 1st Floor",3,0.93,17,9
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Outpatient Clinics,"Pediatric, DCB 1st Floor",2,0.23,60,30
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Outpatient Clinics,"Women's Health, DCB 1st Floor",2,0.19,63,32
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Outpatient Clinics,"Zaki Hossain Center, DCB 6th Floor",2,0.23,59,30
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Pediatric,"Pediatric/Monitored Care Unit, DCB 3rd Floor",1,3.5,2,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Psychiatry,"Adolescent/Child Psychiatry (02), E Building 2nd
Floor",2,1.56,9,5
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Psychiatry,"Adult Forensic Psychiatry (01), E Building 1st Floor",2,1.4,10,5
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Psychiatry,"Adult Psychiatry, DCB 12th Floor",4,0.93,30,8
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Psychiatry,"Adult Psychiatry, DCB 14th Floor",4,0.88,32,8
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Psychiatry,"Detox, DCB 10th Floor",1,0.88,8,8
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Psychiatry,"Psychiatric Emergency Department, DCB Ground
Floor",2,1.56,9,5
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Psychiatry,"Residential Rehab, DCB 10th Floor",2,1.27,11,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Ambulatory Surgery,Ambulatory Surgery (M-F),6,1.5,31,5.17
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Cardiac Intensive Care Unit,6,4,12,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Cardiothoracic Intensive Care Unit,15,6,20,1.33
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Medical Intensive Care Unit,8,4.27,15,1.88
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Neurosurgical Intensive Care Unit,8,4,16,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Surgical Intensive Care Unit,9,4.24,17,1.89
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Dialysis - Acute,Acute Dialysis (M-F),2,5,20,10
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Dialysis - Acute,Acute Dialysis (Sat),2,5,20,10
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,Emergency Room (M-F),13,0.98,75,5.7
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,Emergency Room (Sat-Sun),13,0.98,75,5.7
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Endoscopy,Endoscopy (M-F),5,1.6,28,5.6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,2 Monti,6,1.33,36,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,3 Cohen,7,1.4,40,5.71
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,4 DSU,7,1.4,40,5.71
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,4 Tower/ 5 Surge,3,1.5,16,5.33
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Katz Surg,2,1.6,10,5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Monti,9,1.64,44,4.89
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Tower,3,1.33,18,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,8 Monti,7,1.56,36,5.14
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,8 Tower,4,1.78,18,4.5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,9 Monti,5,1.33,30,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,9 Tower,2,1.33,12,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Neonatal,Neonatal Intensive Care Unit,12,3.69,26,2.17
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Neurology,4 Cohen,9,2,36,4
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,3 Katz,3,1,24,8
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,3 Katz North,3,1.78,13.5,4.5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,4 Katz,3,1,24,8
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,5 Katz,3,1,24,8
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,Labor and Delivery (M-F),15,6.5,17,1.13
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Obstetrics/Gynecology,Labor and Delivery (Sat - Sun),14,6.5,17,1.21
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Oncology,7 Monti,6,2.18,22,3.67
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Oncology,Bone Marrow Transplant Unit,2,4,4,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Orthopedics,7 Tower,6,1.33,36,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Ambulatory Specialty Clinic (M-F),1,0.25,25,8
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Ambulatory Surgery PACU (M-F),3,1,24,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Cardiac Short Stay Unit (M-F),4,3.1,18,4.5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Cardiac Short Stay Unit (Sat),1,3.1,6,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Cath Lab (M-F),4,1,30,7.5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Cath Recovery Suite (M-F),8,1.9,40,5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Clinical Decision Unit (M-F),1,1,8,8
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Clinical Decision Unit (Sat-Sun),1,1,8,8
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,EPS (M-F),6,6.8,5,0.5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Emergency Department Holding Area,3,1.14,21,7
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Interventional Radiology (M-F),5,2.08,26,5.2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Main PACU (M-F),2,2.5,22,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Main PACU (Sat-Sun),1,2.5,1,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Operating Room (M-F),19,3.3,49,2.58
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Operating Room (Sat-Sun),2,3.3,1,1
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Palliative Care Unit,2,1.6,10,5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Same Day Admission (M-F),5,0.5,40,8
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Same Day Admission (Sat),1,0.5,1,4
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Therapeutic Apheresis (M-F),1,3.5,5,5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Other,Therapeutic Apheresis (Sat),1,3.5,2,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Telemetry,2 Cohen,8,1.83,35,4.38
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Telemetry,2 DSU,5,1.33,30,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Telemetry,3 DSU,7,1.4,40,5.71
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Telemetry,4 Monti,7,1.37,41,5.86
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Telemetry,5 ACE,2,1.07,15,7.5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Telemetry,6 Monti,5,1.33,30,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Telemetry,6 Tower,7,1.37,41,5.86
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"The Emergency Department (ED) is a 14 bed unit with
average daily census of 42 and a 15% admit rate.",4,1.9,16,12
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Intensive Care,"ICU caring for acute critical patients requiring multiple
complex modalities, 4th floor",3,2.6,6,2
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Orthopedics,"32 bed orthopedic unit with post op orthopedic
patients and med/surg patients, 2nd floor",3,1,24,8
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Other,"Emergency Department holds. Inpatients awaiting
bed.",1,1,8,8
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Other,"Interventional radiology - ground floor, Monday to
Friday with varying hours.",1,1,1,1
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Other,"Operating room, 3rd floor, 7 OR's Orthopedic and
general surgery, monday to friday",7,2.1,13,3
