pfi,hospital_name,county,region,unit_name,unit_description,day_UNLICENSED_count,day_UNLICENSED_hours_per_pt,evening_UNLICENSED_count,evening_UNLICENSED_hours_per_pt,night_UNLICENSED_count,night_UNLICENSED_hours_per_pt
0746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Medical/Surgical,Surgical Unit,5,1.45,,,,
0746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Medical/Surgical,Medical2,,,,,2,1.5
0746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Medical/Surgical,Surgical unit,,,,,5,1.45
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Critical Care,"This is a mixed acuity unit with Intensive Care
Unit / ICU and Stepdown patients",0.4,0.8,,,,
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Emergency Department,"The ED is a 26 bed unit consisting of single & double
occupancy beds> The ED manages patients of any",2.5,0.5,,,,
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Medical/Surgical,"3 North - Provides direct care to hemodynamically
stable patients needing medical/surgical care",2,0.91,,,,
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Medical/Surgical,"4 North - providing direct care to hemodynamically
stable patients needing medical/surgical care",2,1.06,2,1.06,2,1.06
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Critical Care,"Intensive Care Unit / Stepdown this is a mixed unit
providing care to critically ill or unstable patients
requiring invasive and non-invasive monitori",,,1,1.6,,
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Emergency Department,"Unit Clerk, phlebotomist, physical therapist, case
management, radiology tech, Crisis workers, security,
transport aide",,,2.5,0.5,1,0.2
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Medical/Surgical,"3 North providing direct care to hemodynamically
stable patients needing medical/surgical care",,,2,0.91,,
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Critical Care,"Intensive Care Unit/ ICU this is a mixed acuity unit
providing direct patient care to critically ill or unstable
patients requiring invasive and non-i",,,,,0,0
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Medical/Surgical,3 North,,,,,3,0.5
0752,Putnam Hospital,Putnam,Metropolitan Area Regional Office,Medical/Surgical,"4 North- providing direct care to hemodynamically
stable patients needing medical/surgical care",,,,,2,0.5
0756,Samaritan Hospital,Rensselaer,Capital District Regional Office,Emergency Department,Emergency Department - 1 Pavilion,3,0.45,4,0.49,2,0.37
0756,Samaritan Hospital,Rensselaer,Capital District Regional Office,Intensive Care,Intensive Care Unit (ICU) - 2 Pavilion,2,1.07,2,1.07,2,1.07
0756,Samaritan Hospital,Rensselaer,Capital District Regional Office,Medical/Surgical,Medical Surgical - 4 Pavilion,3,0.92,2.5,0.77,2,0.62
0756,Samaritan Hospital,Rensselaer,Capital District Regional Office,Medical/Surgical,Medical Surgical - 5 Pavilion,3,0.89,2.5,0.74,2,0.59
0756,Samaritan Hospital,Rensselaer,Capital District Regional Office,Medical/Surgical,Medical Surgical - 6 Tower,4,1.14,4,1.14,4,1.14
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Critical Care,medical intensive care unit-9 adult beds,1,1,,,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Critical Care,surgical intensive care unit-11 beds adult,1,1,,,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Emergency Department,"56 bed trauma designated adult/peds includes 12 bed
BH holding area",5,40,,,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,"18 bed medical surgical unit located on the 4th floor of
hospital",2,1,,,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,2D-18 bed medsurg/pediatric,2,1,,,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,"4D 21 BED MEDICAL SURGICAL ADULT UNIT-
CHRONIC VENTILATOR CARE, ONCOLOGY
CARE.CHEMOTHERAPY",2.5,1,,,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,"5D 31 bed adult medical surgical unit/ TJC certified
Joint center",4,1,,,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,6D 30 bed adult medical surgical unit,4,1.2,4.12,1,4.12,1
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Critical Care,Medical intensive care unit- 9 beds,,,1,1,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Critical Care,surgical intensive care unit-11 beds,,,1,1,1,1
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Emergency Department,"56 bed trauma designated inclusive of BH 12 bed
holding area",,,6,0.9,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,2D- 18 bed medsurg/pediatric,,,2,0.5,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,"4D 21 bed medical adult unit- ventilator care,
oncology care, chemotherapy",,,2.5,1,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,"4maze 18 bed medical surgical unit on 4th flr of
hospital",,,2,4,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,"5D 31 bed adult med surg unit...TJC accredited joint
center",,,4,1,,
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Critical Care,medical intensive care unit 9 beds,,,,,1,1
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Emergency Department,"56 bed trauma designated ED inclusive of a 12 bed
BH holding area",,,,,6,0.9
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,2D -Medsurg/pediatrics 18 beds,,,,,2,1
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,"4D 21 bed medical adult unit - chronic ventilator care
, oncology care, chemotherapy",,,,,4,1
0776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Medical/Surgical,4maze 18 bed medical surgical located on 4th flr,,,,,2,1
0779,Good Samaritan Hospital Of Suffern,Rockland,Metropolitan Area Regional Office,Critical Care,Critical Care Unit (CCU),2,1.07,2,1.07,2,1.07
0779,Good Samaritan Hospital Of Suffern,Rockland,Metropolitan Area Regional Office,Critical Care,SICU: Surgical Intensive Care Unit,1,0.75,1,0.75,1,0.75
0779,Good Samaritan Hospital Of Suffern,Rockland,Metropolitan Area Regional Office,Emergency Department,Emergency Department,4,0.86,,,2,15
0779,Good Samaritan Hospital Of Suffern,Rockland,Metropolitan Area Regional Office,Medical/Surgical,3 Loria Medical-Surgical unit,3,0.83,,,,
0779,Good Samaritan Hospital Of Suffern,Rockland,Metropolitan Area Regional Office,Medical/Surgical,4 Loria Medical Surgical Unit,3,0.9,3,0.9,3,0.9
0779,Good Samaritan Hospital Of Suffern,Rockland,Metropolitan Area Regional Office,Emergency Department,"Located lobby/1st floor; level 3 trauma center
providing comprehensive stroke and cardiac care",,,4,0.67,,
0779,Good Samaritan Hospital Of Suffern,Rockland,Metropolitan Area Regional Office,Medical/Surgical,3 Loria Medical Surgical Unit,,,3,0.83,3,0.83
15684,Claxton-Hepburn Medical Center,St. Lawrence,Central Regional Office,Emergency Department,"16 bed Emergency Department, medical and
psychiatric care provided (we are a 9.39 ER)",5,2.9,3.5,1.6,4,4
15684,Claxton-Hepburn Medical Center,St. Lawrence,Central Regional Office,Intensive Care,"combined ICU/CCU, 6 bed, 3rd floor, care for critical
patients",1,1.33,1,1.33,1,1.33
15684,Claxton-Hepburn Medical Center,St. Lawrence,Central Regional Office,Medical/Surgical,"Med/surg, 17 staffed beds, 2nd floor, care of
med/surg/telemetry, 10 observation beds",3,1.04,3,1.04,3,1.04
0804,Massena Hospital,St. Lawrence,Central Regional Office,Emergency Department,Emergency care for general population,1,0.81,,,,
0804,Massena Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,"First floor. Med/Surg unit providing care to geriatric,
general medical and detoxification.",4,1.77,4,1.77,3,1.33
0804,Massena Hospital,St. Lawrence,Central Regional Office,Emergency Department,General population,,,1,1.63,,
0804,Massena Hospital,St. Lawrence,Central Regional Office,Emergency Department,General Population,,,,,1,0.2
0812,Gouverneur Hospital,St. Lawrence,Central Regional Office,Emergency Department,"7 bed ER providing care to patients who require
emergency services",0,0,,,0,0
0812,Gouverneur Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,"Med/Surg unit providing care to swing bed, general
medical, and detox patients",3,1.26,,,,
0812,Gouverneur Hospital,St. Lawrence,Central Regional Office,Emergency Department,"7 bed ER providing care to patients who require
emergency cervices",,,0,0,,
0812,Gouverneur Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,Medical Surgical Unit,,,3,1.26,,
0812,Gouverneur Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,"Med/surg unit providing care to swing bed, general
medical, and detox patients",,,,,2,0.84
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Critical Care,CCU,1,2,1,1.3,1,2
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Emergency Department,"emergency room located in main hospital/ triage/rapid
assessment Zone (RAZ) located adjacent to ED",2.62,1,,,,
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,MSU3,1,4,,,,
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,"West 2 - Inpatient Medical Surgical Unit that includes
3 Intermediate level of care beds",5,2.1,,,,
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,West 3 Inpatient,5,1.73,,,,
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,msu2,1,4,,,,
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Emergency Department,"Emergency room located in main hospital/ triage/rapid
assessment Zone (RAZ) located adjacent to ED",,,2.87,1.04,2,0.8
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,"West 2 - Inpatient Medical Surgical Unit that includes
3 ILC beds",,,4,1.68,,
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,West 3,,,5,1.74,3,1.04
0815,Canton-potsdam Hospital,St. Lawrence,Central Regional Office,Medical/Surgical,West 2 - Inpatient Med Surge that includes 3 ILC beds,,,,,3,1.26
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Emergency Department,Full service Emergency Department,5,0.43,,,5,0.43
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Intensive Care,"The ICU is a 19 bed cardiac/critical care area serving
Saratoga Hospital.",2,1.33,2,1.33,,
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Medical/Surgical,"A-3 is a 37-bed medical, surgical, pediatric, oncology
and hospice inpatient unit",4,1.2,4,1.2,4,1.2
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Medical/Surgical,"C-3 is a 20-bed medical surgical oncology and
hospice inpatient unit.",2,0.72,,,,
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Medical/Surgical,D2 is a 20-bed medical surgical unit,2,1.26,,,,
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Emergency Department,Full Service Emergency Department,,,5,0.43,,
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Medical/Surgical,"C-3 is a 20-bed medical surgical oncology and
hospice inpatient unit",,,2,0.72,2,0.72
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Medical/Surgical,D2 is a 20-bed medical surgical unit.,,,2,1.26,2,1.26
0818,Saratoga Hospital,Saratoga,Capital District Regional Office,Intensive Care,"The ICU is a 19 bed critical care area serving
Saratoga Hospital.",,,,,2,1.33
0829,Ellis Hospital,Schenectady,Capital District Regional Office,Emergency Department,Emergency Department,12,96,7,56,7,56
0829,Ellis Hospital,Schenectady,Capital District Regional Office,Intensive Care,E1/E2- ICU,4,32,4,32,4,32
0829,Ellis Hospital,Schenectady,Capital District Regional Office,Medical/Surgical,"A3- Orthopedics, Bariatrics, General Surgery",3,24,3,24,3,24
0829,Ellis Hospital,Schenectady,Capital District Regional Office,Medical/Surgical,"A4 Cardiac, Med/Surg",3,24,3,24,3,24
0829,Ellis Hospital,Schenectady,Capital District Regional Office,Medical/Surgical,A5- Pulmonary Diseases,3,24,3,24,3,24
0829,Ellis Hospital,Schenectady,Capital District Regional Office,Medical/Surgical,A6- Medical Care Unit,3,24,3,24,3,24
0829,Ellis Hospital,Schenectady,Capital District Regional Office,Medical/Surgical,C6- Neurological Unit,2,16,,,,
0829,Ellis Hospital,Schenectady,Capital District Regional Office,Medical/Surgical,C6- Pulmonary Diseases,,,2,16,2,24
0831,Sunnyview Hospital And Rehabilitation Center,Schenectady,Capital District Regional Office,Medical/Surgical,Medical Surgical - 3 Central,1,0.88,1,0.88,1,0.88
0858,Schuyler Hospital,Schuyler,Western Regional Office,Emergency Department,Emergency Department,1,1,1,1,0,0
0858,Schuyler Hospital,Schuyler,Western Regional Office,Medical/Surgical,Medical Surgical Unit,2,1.23,2,1.23,2,1.23
0866,Corning Hospital,Steuben,Western Regional Office,Emergency Department,"The ED offers 24 hour services with 22 beds and 2
triage rooms, located on the first floor.",2,0.41,4,0.19,2,0.31
0866,Corning Hospital,Steuben,Western Regional Office,Intensive Care,"8 bed ICU on second floor provides care to critically ill
medical and surgical patients.",1,1.3,1,1.3,1,1.3
0866,Corning Hospital,Steuben,Western Regional Office,Medical/Surgical,"2 East Med/Surg, 2nd floor, with 25 private rooms,
mostly medical patients with surgical overflow.",3,1.2,3,1.2,3,1.2
0866,Corning Hospital,Steuben,Western Regional Office,Medical/Surgical,"2 West Medical-Surgical unit with 25 private rooms,
mix of medical and surgical patients.",3,1.2,,,,
0866,Corning Hospital,Steuben,Western Regional Office,Medical/Surgical,"2 West Medical-Surgical with 25 private rooms, mix of
medical and surgical patients.",,,3,1.2,3,1.2
0870,St. James Hospital,Steuben,Western Regional Office,Emergency Department,Emergency Room,2,16,,,,
0870,St. James Hospital,Steuben,Western Regional Office,Medical/Surgical,Medical Surgical Unit/ICU,2,16,,,,
0870,St. James Hospital,Steuben,Western Regional Office,Emergency Department,Emergency room,,,2,16,1,8
0870,St. James Hospital,Steuben,Western Regional Office,Medical/Surgical,Medical Surgical unit/ICU,,,2,16,,
0870,St. James Hospital,Steuben,Western Regional Office,Medical/Surgical,medical surgical unit/ICU,,,,,2,16
0873,Ira Davenport Memorial Hospital,Steuben,Western Regional Office,Emergency Department,Hospital based Emergency Department,1,1,1,1,0.5,1
0873,Ira Davenport Memorial Hospital,Steuben,Western Regional Office,Medical/Surgical,medical surgical unit,1,1.75,,,0,0
0873,Ira Davenport Memorial Hospital,Steuben,Western Regional Office,Medical/Surgical,Medical surgical Unit,,,1,1.75,,
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,LICH Emergency Department,11,2.08,,,,
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,Medical Intensive Care Unit,1,0.57,1,0.57,1,0.57
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,Surgical Intensive Care Unit,1,0.8,1,0.8,0.1,0.8
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,2 North/South,6,0.87,6,0.87,6,0.87
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 North,3,0.96,3,0.96,3,0.96
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,3 South,3,0.91,3,0.91,3,0.91
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,4 North,3,0.89,3,0.89,3,0.89
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,4 South,2,1.3,2,1.3,2,1.3
0885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,LICH- Emergency Department,,,1,1.53,1,1.94
0889,Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,"16 bed, level 3 trauma center located on the East End
of Long Island, New York.",4,1.49,,,,
0889,Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,"located on 2nd floor. Capacity 7 patients ; consisting
of a mix of med/surg/critical care patients",1,1.29,,,,
0889,Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"Located on the 2nd floor. 2 North has capacity of 40
patients with 40 tele-capable beds.",4,0.89,,,,
0889,Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"located on 3rd floor. Has capacity of 25 with 9 tele
capable beds. Mixed acuity of Med/surg/tele",3,1.07,,,,
0889,Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,"Community Hospital 16 bed trauma level 3 located on
the East End of Long Island, New York.",,,3,24,,
0889,Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Intensive Care,"ICU, located on 2nd flr, capacity 7 patients; consisting
of a mix of med/surg/critical care patients",,,1,1.3,1,1.3
0889,Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Medical/Surgical,"3 North, located on 3rd flr .Capacity 24 mix SX cases,
9 tele-capable beds.",,,2,1.25,,
0889,Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Emergency Department,"16 bed, Level 3 trauma center on the East End of
Long Island, NY",,,,,2,0.74
